0.0089732,0
0.026951,4.0798e-07
0.044928,1.7229e-06
0.062906,0.0013359
0.080884,0.0031501
0.098861,0.0024985
0.11684,0.0021698
0.13482,0.001896
0.15279,0.0016601
0.17077,0.0013442
0.18875,0.001301
0.20673,0.00092832
0.2247,0.0010626
0.24268,0.00090145
0.26066,0.00070166
0.27864,0.0006231
0.29662,0.00075995
0.31459,0.00059903
0.33257,0.00035286
0.35055,0.00043643
0.36853,0.00040071
0.3865,0.00031315
0.40448,0.00025925
0.42246,0.00030318
0.44044,0.00021703
0.45841,0.00021883
0.47639,0.00010665
0.49437,0.0002258
0.51235,6.0375e-05
0.53032,0.00022858
0.5483,-7.4679e-06
0.56628,0.00011111
0.58426,6.5517e-05
0.60223,0.00025892
0.62021,1.8307e-05
0.63819,0.00071655
0.65617,-0.0021659
0.67415,-6.1788e-05
0.69212,0.0024761
0.7101,-0.0036546
0.72808,0.0026957
0.74606,-0.0030605
0.76403,0.0040091
0.78201,-0.0031395
0.79999,-0.00155
0.81797,0.0060358
0.83594,0.00040924
0.85392,0.00046262
0.8719,-0.0042423
0.88988,0.0011196
0.90785,-0.0030746
0.92583,0.001959
0.94381,0.0040457
0.96179,-0.0034539
0.97977,-0.00035079
0.99774,-0.003485
1.0157,0.0063612
1.0337,-0.0013943
1.0517,-0.0022401
1.0697,-0.0020012
1.0876,0.0048567
1.1056,0.0001061
1.1236,-0.0027327
1.1416,-0.0013641
1.1595,0.0028365
1.1775,-0.00015827
1.1955,-0.00024022
1.2135,0.00072374
1.2315,-0.00072954
1.2494,-0.00010937
1.2674,-0.00020957
1.2854,-0.0024959
1.3034,0.0052193
1.3213,-0.002158
1.3393,-0.0033984
1.3573,0.0029441
1.3753,0.00022244
1.3933,7.5788e-05
1.4112,-0.00071719
1.4292,0.00051836
1.4472,-0.00057308
1.4652,0.00021258
1.4831,-0.00014853
1.5011,-0.00024854
1.5191,-0.0031407
1.5371,0.0058832
1.555,-0.0037012
1.573,0.0032375
1.591,-0.0035726
1.609,0.0037537
1.627,-0.0043119
1.6449,0.003634
1.6629,-0.0026599
1.6809,0.00223
1.6989,-0.0034832
1.7168,0.0040017
1.7348,-0.0036016
1.7528,0.0022111
1.7708,-9.1361e-05
1.7888,-0.00058207
1.8067,7.0447e-05
1.8247,5.7416e-05
1.8427,-0.0001596
1.8607,-5.7786e-05
1.8786,3.1708e-05
1.8966,-0.00011326
1.9146,8.775e-05
1.9326,0.00013513
1.9506,-0.00037251
1.9685,0.00026837
1.9865,-0.0001039
