0.0093146,0
0.027975,-3.3976e-08
0.046636,5.3336e-06
0.065296,-0.0011192
0.083957,-0.0032116
0.10262,-0.0035135
0.12128,-0.0032712
0.13994,-0.0031232
0.1586,-0.0030349
0.17726,-0.0024416
0.19592,-0.0020948
0.21458,-0.0018665
0.23324,-0.0017236
0.2519,-0.0015216
0.27056,-0.001339
0.28922,-0.0013549
0.30788,-0.00089747
0.32654,-0.0011101
0.3452,-0.00096246
0.36386,-0.00060811
0.38253,-0.00078766
0.40119,-0.00077677
0.41985,-0.00040476
0.43851,-0.00088968
0.45717,-0.00031296
0.47583,-0.00036042
0.49449,-0.00036147
0.51315,-0.00038121
0.53181,-0.00058803
0.55047,-0.00027445
0.56913,-0.00036107
0.58779,-0.00024317
0.60645,-0.00032451
0.62511,-0.00015376
0.64377,-6.6055e-05
0.66243,-0.00043969
0.68109,-1.0433e-05
0.69975,-0.00019941
0.71842,-0.00020265
0.73708,-0.0002943
0.75574,0.00031089
0.7744,-0.00051279
0.79306,-5.9942e-05
0.81172,-9.2846e-06
0.83038,-9.2354e-05
0.84904,-6.5348e-05
0.8677,-0.00033134
0.88636,-0.00091069
0.90502,-0.0010406
0.92368,0.0049247
0.94234,-0.003891
0.961,-0.0014768
0.97966,-0.0052317
0.99832,-0.0013675
1.017,0.0042884
1.0356,0.0042813
1.0543,0.0014454
1.073,-0.0010494
1.0916,-0.00028631
1.1103,0.00038025
1.1289,0.0021848
1.1476,0.0036287
1.1663,-0.0012871
1.1849,-0.0014082
1.2036,0.00027744
1.2222,0.0011563
1.2409,0.0021817
1.2596,-0.00086729
1.2782,1.8496e-05
1.2969,-0.0003952
1.3156,-0.0014306
1.3342,-0.0035033
1.3529,4.4346e-05
1.3715,-0.00066225
1.3902,-0.00019044
1.4089,0.00015308
1.4275,3.1957e-05
1.4462,-0.00036178
1.4648,0.0020802
1.4835,0.0037238
1.5022,0.001292
1.5208,-0.00066452
1.5395,-0.0044234
1.5581,0.00070364
1.5768,-0.009805
1.5955,0.0093193
1.6141,-0.00046685
1.6328,-0.0017537
1.6514,0.00016762
1.6701,0.00034436
1.6888,8.3263e-05
1.7074,0.0026123
1.7261,-0.00070943
1.7447,-0.00018604
1.7634,-0.0061575
1.7821,-0.0057911
1.8007,0.0063393
1.8194,0.0070495
1.838,-0.0053366
1.8567,0.0015588
1.8754,-4.6511e-05
1.894,0.00013166
1.9127,-0.0017177
1.9314,0.0022079
1.95,-0.00075727
1.9687,0.00017808
1.9873,-0.00045877
2.006,0.00029168
2.0247,-0.00012803
2.0433,-9.8939e-05
2.062,8.1914e-05
2.0806,-0.0045104
2.0993,0.0065686
2.118,-0.0010594
2.1366,-0.001686
2.1553,-0.00012925
2.1739,0.0042843
2.1926,-0.007839
2.2113,0.0098276
2.2299,-0.0070372
2.2486,-0.0016219
2.2672,0.0069308
2.2859,-0.0042693
2.3046,0.0019077
2.3232,0.0021043
2.3419,-0.0081225
2.3605,0.0090414
2.3792,-0.0030838
2.3979,0.00023752
2.4165,-0.0006093
2.4352,-0.00086121
2.4538,8.1831e-05
2.4725,-0.00050781
2.4912,-0.004821
2.5098,0.0060204
2.5285,-0.0048732
2.5471,0.0060795
2.5658,-0.001441
2.5845,-0.0037461
2.6031,0.00038974
2.6218,0.0021956
2.6405,0.0012941
2.6591,-0.0020875
2.6778,0.00094684
2.6964,0.0019381
2.7151,-0.0027434
2.7338,-0.00037765
2.7524,0.00061747
2.7711,7.6857e-05
2.7897,-0.00033863
2.8084,2.2727e-05
2.8271,7.9621e-05
2.8457,-0.00033511
2.8644,-0.00015119
2.883,0.00012912
2.9017,-0.00018904
2.9204,-1.8591e-05
2.939,9.8653e-05
2.9577,-0.00010903
2.9763,-6.2134e-05
2.995,-1.4058e-05
3.0137,2.3701e-05
3.0323,-0.00027552
3.051,3.1626e-05
3.0696,-0.00035488
3.0883,0.00019622
3.107,4.545e-05
3.1256,-0.00014388
3.1443,-7.9267e-05
3.1629,-0.00011292
3.1816,-2.9138e-05
3.2003,4.2708e-06
3.2189,-0.0019206
3.2376,0.00045494
3.2562,0.004739
3.2749,-0.0052053
3.2936,-0.0067137
3.3122,0.011705
3.3309,0.0026074
3.3496,0.0010873
3.3682,-0.0084549
3.3869,0.0029034
3.4055,-0.0083188
3.4242,0.0032802
3.4429,0.0077968
3.4615,0.0012229
3.4802,-0.0018688
3.4988,-0.0067647
3.5175,-0.0035989
3.5362,0.0076412
3.5548,0.0027916
3.5735,-0.00024811
3.5921,-0.0017718
3.6108,-0.0041555
3.6295,0.0023691
3.6481,-0.00022346
3.6668,0.00085679
3.6854,-0.00059079
3.7041,-0.00044882
3.7228,-0.00057716
3.7414,0.00044346
3.7601,-8.9477e-05
3.7787,-0.0082736
3.7974,0.011653
3.8161,-0.0018668
3.8347,-0.0016114
3.8534,-0.0009004
3.872,-0.00016415
3.8907,0.00031552
3.9094,0.00014679
3.928,-0.00013678
3.9467,0.001174
3.9653,0.002081
3.984,0.0018
4.0027,-0.0099635
4.0213,0.0041437
4.04,-0.0043585
4.0587,0.013005
4.0773,-0.0058555
4.096,-0.0015338
4.1146,-0.00086341
4.1333,0.00024058
4.152,3.7654e-05
4.1706,0.00036162
4.1893,-0.0010078
4.2079,0.00025814
4.2266,7.6914e-05
4.2453,-0.00018846
4.2639,-7.1447e-05
4.2826,-0.00013996
4.3012,7.2073e-06
4.3199,-0.00033777
4.3386,0.0001499
4.3572,-5.1008e-05
4.3759,-0.00086826
4.3945,0.0036431
4.4132,-0.012617
4.4319,0.0042365
4.4505,0.0068655
4.4692,0.0023345
4.4878,-0.009673
4.5065,0.005121
4.5252,0.0035258
4.5438,-0.0043498
4.5625,0.0012815
4.5811,0.0017392
4.5998,-0.0045198
4.6185,-3.1725e-05
4.6371,-0.00049856
4.6558,0.0030721
4.6745,-0.00068102
4.6931,0.0021625
4.7118,-0.0016484
4.7304,0.0012011
4.7491,-0.00060845
4.7678,0.0015956
4.7864,-0.0013879
4.8051,0.0013038
4.8237,-0.0037287
4.8424,-0.0020291
4.8611,0.0029612
4.8797,0.00080744
4.8984,0.0007357
4.917,-0.00088377
4.9357,-0.00047087
4.9544,1.4405e-05
4.973,9.3933e-05
4.9917,-0.00013744
5.0103,6.0468e-06
5.029,-0.00032139
5.0477,0.00021005
5.0663,-0.00031866
5.085,0.00012887
5.1036,-3.3896e-06
5.1223,-0.00010471
5.141,0.00012428
5.1596,-0.00021309
5.1783,-0.00017346
5.1969,-2.3129e-05
5.2156,-8.8448e-05
5.2343,0.00013049
5.2529,-7.1076e-05
5.2716,-9.4431e-06
5.2902,9.3403e-05
5.3089,-0.00034261
5.3276,-0.00012653
5.3462,-0.00014793
5.3649,0.00017644
5.3836,-0.00010715
5.4022,-9.274e-05
5.4209,-2.0641e-05
5.4395,-2.0858e-05
5.4582,8.2412e-05
5.4769,6.8753e-05
5.4955,-0.00024773
5.5142,-0.00015897
5.5328,-0.00015851
5.5515,2.0353e-05
5.5702,0.00033152
5.5888,0.0021143
5.6075,-0.0019148
5.6261,0.0009117
5.6448,-0.005927
5.6635,0.0040808
5.6821,-0.0027879
5.7008,0.0064851
5.7194,-0.0077485
5.7381,-0.0036728
5.7568,0.0093521
5.7754,0.0033091
5.7941,-0.0076183
5.8127,0.0021674
5.8314,-0.0030971
5.8501,0.0074632
5.8687,0.00065645
5.8874,-0.00081711
5.906,-0.00060364
5.9247,-0.0037812
5.9434,-0.0037964
5.962,0.0027336
5.9807,0.0008687
5.9993,0.00020691
6.018,-1.1748e-05
6.0367,-0.00074124
6.0553,0.00092581
6.074,0.0018015
6.0927,-0.0030181
6.1113,-0.0077021
6.13,0.012931
6.1486,-0.006092
6.1673,0.0018486
6.186,-0.00028643
6.2046,-0.00010008
6.2233,-0.0005198
6.2419,-6.2534e-05
6.2606,8.0272e-05
6.2793,7.3903e-05
6.2979,0.0019077
6.3166,-0.00044581
6.3352,-0.0023991
6.3539,0.0053863
6.3726,-0.0040118
6.3912,0.0001693
6.4099,0.0018946
6.4285,-0.0054193
6.4472,0.0053394
6.4659,-0.0073636
